Date,Network,Post Type,Content Type,Linked Content,Impressions,Organic Impressions,Paid Impressions,Reach,Organic Reach,Paid Reach,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Dislikes,Love Reactions,Haha Reactions,Wow Reactions,Sad Reactions,Angry Reactions,Comments,Shares,Saves,Post Link Clicks,SproutLink Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Subscribers Gained from Video,Annotation Clicks,Card Clicks,Video Views,Organic Video Views,Paid Video Views,Partial Video Views,Organic Partial Video Views,Paid Partial Video Views,Full Video Views,Organic Full Video Views,Paid Full Video Views,Full Video View Rate,Follow Video Views,For You Video Views,Hashtag Video Views,Business Account Video Views,Others Video Views,Search Video Views,Sound Video Views,Unspecified Video Views,Estimated Minutes Watched,Story Taps Back,Story Taps Forward,Story Exits,Story Replies,Video Added to Playlists,Subscribers Lost from Video,Video Removed from Playlists,Average Video Time Watched (Seconds),Poll Votes,Tags
6/20/25 12:31,Instagram,Post,Photo,,"14,535","14,535",,"4,219","4,219",,,2.58%,375,361,361,,,,,,,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/25 12:11,Instagram,Post,Photo,,"12,946","12,946",,"6,600","6,600",,,2.88%,373,364,364,,,,,,,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics
10/29/25 13:52,Instagram,Reel,Video,,"11,814","11,814",,"5,447","5,447",,,3.12%,369,341,341,,,,,,,0,20,8,,,,,,,,,"11,814","11,814",,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
10/20/25 12:20,Instagram,Post,Photo,,"28,031","28,031",,"9,860","9,860",,,1.30%,364,350,350,,,,,,,4,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Access/Affordability
10/27/25 11:50,Instagram,Post,Carousel,,"22,300","22,300",,"5,651","5,651",,,1.60%,357,320,320,,,,,,,1,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
4/22/25 12:53,Instagram,Post,Carousel,,"9,071","9,071",,"4,203","4,203",,,3.94%,357,342,342,,,,,,,3,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/25 14:31,Instagram,Post,Photo,,"17,023","17,023",,"4,315","4,315",,,2.09%,356,346,346,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSU Views
5/21/25 15:36,Instagram,Reel,Video,,"10,466","10,466",,"6,063","6,063",,,3.36%,352,311,311,,,,,,,0,33,8,,,,,,,,,"10,466","10,466",,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/25 9:53,Instagram,Post,Photo,,"9,677","9,677",,"5,453","5,453",,,3.64%,352,341,341,,,,,,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
12/30/25 9:08,Instagram,Post,Carousel,,"12,892","12,892",,"4,357","4,357",,,2.71%,349,332,332,,,,,,,0,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Access/Affordability, Alumni/Donors"
12/19/25 12:35,Instagram,Post,Carousel,,"16,531","16,531",,"5,757","5,757",,,2.09%,345,331,331,,,,,,,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alumni/Donors, Student Life"
12/4/25 10:25,Instagram,Post,Photo,,"13,230","13,230",,"4,754","4,754",,,2.61%,345,332,332,,,,,,,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/25 12:41,Instagram,Reel,Video,,"10,562","10,562",,"5,824","5,824",,,3.24%,342,212,212,,,,,,,0,123,7,,,,,,,,,"10,562","10,562",,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/25 9:25,Instagram,Post,Photo,,"9,656","9,656",,"5,573","5,573",,,3.53%,341,330,330,,,,,,,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
4/25/25 11:55,Instagram,Post,Photo,,"8,360","8,360",,"5,234","5,234",,,4.06%,339,325,325,,,,,,,2,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/25 12:47,Instagram,Reel,Video,,"8,560","8,560",,"5,143","5,143",,,3.94%,337,301,301,,,,,,,1,26,9,,,,,,,,,"8,560","8,560",,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
7/18/25 9:00,Instagram,Reel,Video,,"11,759","11,759",,"6,345","6,345",,,2.85%,335,279,279,,,,,,,9,41,6,,,,,,,,,"11,759","11,759",,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/25 13:15,Instagram,Post,Photo,,"14,203","14,203",,"7,549","7,549",,,2.33%,331,308,308,,,,,,,0,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial Aid/Scholarship
10/22/25 10:45,Instagram,Reel,Video,,"14,295","14,295",,"6,118","6,118",,,2.30%,329,290,290,,,,,,,3,30,6,,,,,,,,,"14,295","14,295",,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/25 10:43,Instagram,Post,Photo,,"22,100","22,100",,"6,062","6,062",,,1.47%,324,303,303,,,,,,,2,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/25 9:20,Instagram,Post,Photo,,"12,974","12,974",,"5,325","5,325",,,2.45%,318,290,290,,,,,,,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shocker Spirit
12/14/25 9:20,Instagram,Post,Photo,,"12,401","12,401",,"4,754","4,754",,,2.56%,317,300,300,,,,,,,2,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Student Life, Talent Pipeline"
1/9/25 9:15,Instagram,Post,Photo,,"6,021","6,021",,"4,203","4,203",,,5.20%,313,304,304,,,,,,,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/25 9:55,Instagram,Post,Photo,,"25,362","25,362",,"7,174","7,174",,,1.22%,309,291,291,,,,,,,1,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
7/31/25 17:52,Instagram,Post,Carousel,,"27,059","27,059",,"6,822","6,822",,,1.14%,308,301,301,,,,,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/25 13:00,Instagram,Post,Photo,,"20,373","20,373",,"5,181","5,181",,,1.50%,306,266,266,,,,,,,4,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shocker Spirit
1/5/25 9:06,Instagram,Post,Photo,,"9,143","9,143",,"6,554","6,554",,,3.35%,306,303,303,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/25 11:46,Instagram,Post,Photo,,"10,783","10,783",,"5,762","5,762",,,2.83%,305,288,288,,,,,,,0,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
4/28/25 13:17,Instagram,Post,Carousel,,"14,049","14,049",,"5,880","5,880",,,2.17%,305,293,293,,,,,,,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Honors College"
8/19/25 10:41,Instagram,Reel,Video,,"6,946","6,946",,"4,357","4,357",,,4.36%,303,284,284,,,,,,,2,17,0,,,,,,,,,"6,946","6,946",,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/25 9:02,Instagram,Reel,Video,,"8,043","8,043",,"4,744","4,744",,,3.75%,302,284,284,,,,,,,0,8,10,,,,,,,,,"8,043","8,043",,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
9/29/25 11:43,Instagram,Reel,Video,,"11,230","11,230",,"6,125","6,125",,,2.66%,299,252,252,,,,,,,1,38,8,,,,,,,,,"11,230","11,230",,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/25 13:42,Instagram,Reel,Video,,"11,727","11,727",,"6,689","6,689",,,2.52%,296,267,267,,,,,,,0,25,4,,,,,,,,,"11,727","11,727",,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
9/8/25 10:30,Instagram,Post,Carousel,,"20,607","20,607",,"5,271","5,271",,,1.43%,295,284,284,,,,,,,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/25 12:45,Instagram,Post,Photo,,"19,520","19,520",,"5,811","5,811",,,1.51%,294,278,278,,,,,,,0,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/25 10:18,Instagram,Post,Photo,,"22,298","22,298",,"7,158","7,158",,,1.32%,294,278,278,,,,,,,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/25 12:39,Instagram,Reel,Video,,"7,543","7,543",,"4,399","4,399",,,3.90%,294,268,268,,,,,,,2,16,8,,,,,,,,,"7,543","7,543",,,,,,,,,,,,,,,,,,,,,,,,,,,WSU Views
6/6/25 12:41,Instagram,Reel,Video,,"8,124","8,124",,"5,185","5,185",,,3.61%,293,269,269,,,,,,,3,14,7,,,,,,,,,"8,124","8,124",,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/25 9:51,Instagram,Post,Photo,,"10,122","10,122",,"5,964","5,964",,,2.89%,293,271,271,,,,,,,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/25 9:01,Instagram,Post,Photo,,"14,226","14,226",,"4,196","4,196",,,2.04%,290,267,267,,,,,,,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/25 9:40,Instagram,Reel,Video,,"7,379","7,379",,"4,267","4,267",,,3.90%,288,269,269,,,,,,,0,18,1,,,,,,,,,"7,379","7,379",,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/25 13:00,Instagram,Reel,Video,,"9,494","9,494",,"5,569","5,569",,,3%,285,273,273,,,,,,,2,6,4,,,,,,,,,"9,494","9,494",,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/25 12:08,Instagram,Reel,Video,,"10,262","10,262",,"6,523","6,523",,,2.76%,283,252,252,,,,,,,2,23,6,,,,,,,,,"10,262","10,262",,,,,,,,,,,,,,,,,,,,,,,,,,,"Athletics, Shocker Spirit"
3/31/25 13:06,Instagram,Reel,Video,,"10,408","10,408",,"6,051","6,051",,,2.72%,283,249,249,,,,,,,1,32,1,,,,,,,,,"10,408","10,408",,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/25 8:30,Instagram,Post,Photo,,"9,513","9,513",,"5,003","5,003",,,2.95%,281,276,276,,,,,,,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/25 12:09,Instagram,Post,Carousel,,"12,764","12,764",,"5,295","5,295",,,2.19%,280,273,273,,,,,,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Studies
4/30/25 13:56,Instagram,Post,Photo,,"7,866","7,866",,"4,616","4,616",,,3.51%,276,257,257,,,,,,,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fine Arts
9/15/25 11:18,Instagram,Reel,Video,,"13,050","13,050",,"7,313","7,313",,,2.10%,274,234,234,,,,,,,0,36,4,,,,,,,,,"13,050","13,050",,,,,,,,,,,,,,,,,,,,,,,,,,,Campus Communication
10/9/25 12:44,Instagram,Reel,Video,,"10,640","10,640",,"6,129","6,129",,,2.57%,273,246,246,,,,,,,1,22,4,,,,,,,,,"10,640","10,640",,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/25 18:02,Instagram,Reel,Video,,"9,499","9,499",,"5,498","5,498",,,2.84%,270,234,234,,,,,,,0,28,8,,,,,,,,,"9,499","9,499",,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/25 10:17,Instagram,Post,Carousel,,"17,914","17,914",,"3,975","3,975",,,1.50%,269,258,258,,,,,,,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSU Views
7/25/25 10:00,Instagram,Post,Photo,,"13,833","13,833",,"4,315","4,315",,,1.94%,269,253,253,,,,,,,3,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/25 13:38,Instagram,Reel,Video,,"9,075","9,075",,"5,121","5,121",,,2.94%,267,246,246,,,,,,,1,16,4,,,,,,,,,"9,075","9,075",,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/25 12:03,Instagram,Post,Photo,,"9,556","9,556",,"6,242","6,242",,,2.71%,259,250,250,,,,,,,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/25 13:35,Instagram,Reel,Video,,"7,816","7,816",,"4,365","4,365",,,3.30%,258,249,249,,,,,,,2,7,0,,,,,,,,,"7,816","7,816",,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/25 10:14,Instagram,Reel,Video,,"12,449","12,449",,"7,180","7,180",,,2.07%,258,214,214,,,,,,,6,34,4,,,,,,,,,"12,449","12,449",,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment/Registration
3/12/25 15:48,Instagram,Reel,Video,,"10,636","10,636",,"6,476","6,476",,,2.42%,257,243,243,,,,,,,5,8,1,,,,,,,,,"10,636","10,636",,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/25 10:31,Instagram,Post,Carousel,,"14,802","14,802",,"2,942","2,942",,,1.72%,255,248,248,,,,,,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSU Views
7/24/25 15:10,Instagram,Post,Carousel,,"18,323","18,323",,"4,837","4,837",,,1.39%,255,250,250,,,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/25 11:19,Instagram,Post,Photo,,"17,543","17,543",,"5,393","5,393",,,1.44%,252,228,228,,,,,,,0,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Observances
6/3/25 12:49,Instagram,Reel,Video,,"8,063","8,063",,"4,734","4,734",,,3.11%,251,211,211,,,,,,,7,28,5,,,,,,,,,"8,063","8,063",,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering
2/25/25 11:14,Instagram,Reel,Video,,"11,819","11,819",,"6,983","6,983",,,2.12%,251,218,218,,,,,,,2,24,7,,,,,,,,,"11,819","11,819",,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/25 10:30,Instagram,Post,Carousel,,"25,765","25,765",,"6,238","6,238",,,0.96%,247,218,218,,,,,,,2,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/25 8:23,Instagram,Post,Photo,,"15,204","15,204",,"5,323","5,323",,,1.62%,246,236,236,,,,,,,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/25 8:47,Instagram,Reel,Video,,"7,373","7,373",,"4,157","4,157",,,3.32%,245,191,191,,,,,,,4,48,2,,,,,,,,,"7,373","7,373",,,,,,,,,,,,,,,,,,,,,,,,,,,"Access/Affordability, Campus Communication, Student Life"
3/26/25 15:55,Instagram,Post,Photo,,"7,775","7,775",,"4,816","4,816",,,3.14%,244,220,220,,,,,,,3,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics
4/23/25 14:01,Instagram,Reel,Video,,"9,740","9,740",,"4,891","4,891",,,2.47%,241,218,218,,,,,,,1,15,7,,,,,,,,,"9,740","9,740",,,,,,,,,,,,,,,,,,,,,,,,,,,Business
12/29/25 11:35,Instagram,Post,Carousel,,"12,779","12,779",,"4,105","4,105",,,1.83%,234,226,226,,,,,,,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/25 13:47,Instagram,Reel,Video,,"9,143","9,143",,"5,124","5,124",,,2.45%,224,208,208,,,,,,,0,15,1,,,,,,,,,"9,143","9,143",,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics
8/1/25 12:15,Instagram,Reel,Video,,"8,190","8,190",,"5,492","5,492",,,2.74%,224,214,214,,,,,,,0,6,4,,,,,,,,,"8,190","8,190",,,,,,,,,,,,,,,,,,,,,,,,,,,"Student Centered, Innovation Driven"
3/18/25 12:46,Instagram,Post,Photo,,"8,264","8,264",,"4,859","4,859",,,2.70%,223,212,212,,,,,,,0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Community Engagement, Evergreen"
4/17/25 13:11,Instagram,Post,Photo,,"7,671","7,671",,"4,869","4,869",,,2.89%,222,204,204,,,,,,,1,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Growing Innovation/Research, Honors College, Liberal Arts and Sciences"
6/25/25 10:59,Instagram,Post,Photo,,"11,474","11,474",,"3,397","3,397",,,1.93%,221,215,215,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSU Views
7/14/25 10:29,Instagram,Post,Photo,,"15,806","15,806",,"5,097","5,097",,,1.33%,211,205,205,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/25 15:08,Instagram,Post,Photo,,"8,797","8,797",,"4,775","4,775",,,2.40%,211,201,201,,,,,,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fine Arts
5/1/25 13:09,Instagram,Reel,Video,,"6,972","6,972",,"4,120","4,120",,,2.97%,207,174,174,,,,,,,0,28,5,,,,,,,,,"6,972","6,972",,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering
10/1/25 12:01,Instagram,Reel,Video,,"8,504","8,504",,"4,616","4,616",,,2.40%,204,173,173,,,,,,,0,30,1,,,,,,,,,"8,504","8,504",,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/25 11:26,Instagram,Post,Photo,,"5,617","5,617",,"3,751","3,751",,,3.60%,202,192,192,,,,,,,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/25 10:48,Instagram,Post,Photo,,"12,419","12,419",,"4,332","4,332",,,1.60%,199,170,170,,,,,,,0,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial Aid/Scholarship
1/6/25 11:41,Instagram,Post,Photo,,"6,630","6,630",,"4,714","4,714",,,2.97%,197,189,189,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment/Registration
7/21/25 11:32,Instagram,Post,Photo,,"14,376","14,376",,"4,496","4,496",,,1.36%,196,188,188,,,,,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment/Registration
9/1/25 10:30,Instagram,Post,Photo,,"12,424","12,424",,"3,391","3,391",,,1.57%,195,190,190,,,,,,,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Observances
4/24/25 13:59,Instagram,Post,Photo,,"8,343","8,343",,"4,532","4,532",,,2.34%,195,190,190,,,,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment/Registration
7/16/25 10:15,Instagram,Post,Carousel,,"18,430","18,430",,"4,785","4,785",,,1.03%,190,176,176,,,,,,,1,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/25 8:00,Instagram,Post,Photo,,"19,539","19,539",,"6,042","6,042",,,0.97%,189,159,159,,,,,,,0,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Access/Affordability
9/24/25 13:25,Instagram,Post,Photo,,"17,851","17,851",,"4,724","4,724",,,1.05%,187,184,184,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
12/5/25 9:35,Instagram,Post,Photo,,"8,701","8,701",,"2,993","2,993",,,2.11%,184,179,179,,,,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/25 11:23,Instagram,Post,Photo,,"7,590","7,590",,"4,969","4,969",,,2.38%,181,168,168,,,,,,,2,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAFSA 2025
1/15/25 10:08,Instagram,Post,Photo,,"6,720","6,720",,"4,635","4,635",,,2.69%,181,174,174,,,,,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment/Registration
12/18/25 11:02,Instagram,Post,Photo,,"11,591","11,591",,"4,674","4,674",,,1.54%,179,172,172,,,,,,,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alumni/Donors, Student Life"
12/13/25 13:54,Instagram,Post,Photo,,"12,692","12,692",,"5,026","5,026",,,1.41%,179,173,173,,,,,,,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Student Life, Talent Pipeline"
8/21/25 11:16,Instagram,Reel,Video,,"12,474","12,474",,"6,553","6,553",,,1.43%,179,143,143,,,,,,,1,26,9,,,,,,,,,"12,474","12,474",,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/25 12:51,Instagram,Reel,Video,,"9,007","9,007",,"5,209","5,209",,,1.99%,179,160,160,,,,,,,0,15,4,,,,,,,,,"9,007","9,007",,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Studies
12/23/25 10:49,Instagram,Post,Photo,,"6,641","6,641",,"3,028","3,028",,,2.65%,176,169,169,,,,,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/25 19:56,Instagram,Reel,Video,,"8,484","8,484",,"4,434","4,434",,,2.07%,176,128,128,,,,,,,0,37,11,,,,,,,,,"8,484","8,484",,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
5/28/25 15:37,Instagram,Post,Photo,,"10,004","10,004",,"5,257","5,257",,,1.76%,176,175,175,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paid Applied Learning
1/27/25 10:31,Instagram,Reel,Video,,"10,094","10,094",,"5,878","5,878",,,1.74%,176,158,158,,,,,,,1,13,4,,,,,,,,,"10,094","10,094",,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/25 9:01,Instagram,Post,Photo,,"12,673","12,673",,"5,147","5,147",,,1.37%,174,137,137,,,,,,,2,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alumni/Donors, Student Life"
12/11/25 12:12,Instagram,Post,Photo,,"12,519","12,519",,"4,541","4,541",,,1.33%,167,155,155,,,,,,,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
5/15/25 12:50,Instagram,Post,Photo,,"11,387","11,387",,"6,353","6,353",,,1.41%,161,151,151,,,,,,,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering
5/14/25 14:11,Instagram,Post,Photo,,"7,499","7,499",,"4,010","4,010",,,2.15%,161,148,148,,,,,,,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment/Registration
8/20/25 9:20,Instagram,Reel,Video,,"9,696","9,696",,"5,199","5,199",,,1.65%,160,136,136,,,,,,,2,19,3,,,,,,,,,"9,696","9,696",,,,,,,,,,,,,,,,,,,,,,,,,,,Student Life
4/28/25 13:01,Instagram,Reel,Video,,"6,655","6,655",,"4,259","4,259",,,2.36%,157,148,148,,,,,,,3,3,3,,,,,,,,,"6,655","6,655",,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/25 9:20,Instagram,Post,Photo,,"14,752","14,752",,"4,243","4,243",,,1.05%,155,150,150,,,,,,,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Access/Affordability
11/25/25 10:38,Instagram,Reel,Video,,"6,715","6,715",,"3,968","3,968",,,2.26%,152,122,122,,,,,,,0,19,11,,,,,,,,,"6,715","6,715",,,,,,,,,,,,,,,,,,,,,,,,,,,Financial Aid/Scholarship
7/8/25 10:26,Instagram,Post,Photo,,"11,009","11,009",,"3,045","3,045",,,1.38%,152,147,147,,,,,,,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/25 9:00,Instagram,Post,Photo,,"7,997","7,997",,"3,014","3,014",,,1.86%,149,126,126,,,,,,,0,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/25 12:10,Instagram,Post,Photo,,"6,614","6,614",,"3,860","3,860",,,2.24%,148,144,144,,,,,,,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/25 9:20,Instagram,Reel,Video,,"9,274","9,274",,"5,395","5,395",,,1.53%,142,116,116,,,,,,,0,23,3,,,,,,,,,"9,274","9,274",,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/25 12:54,Instagram,Reel,Video,,"7,211","7,211",,"4,382","4,382",,,1.97%,142,132,132,,,,,,,0,8,2,,,,,,,,,"7,211","7,211",,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/25 9:36,Instagram,Post,Photo,,"16,587","16,587",,"4,243","4,243",,,0.85%,141,133,133,,,,,,,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics
2/27/25 12:06,Instagram,Reel,Video,,"6,523","6,523",,"3,854","3,854",,,2.13%,139,120,120,,,,,,,0,16,3,,,,,,,,,"6,523","6,523",,,,,,,,,,,,,,,,,,,,,,,,,,,Liberal Arts and Sciences
5/5/25 12:48,Instagram,Post,Photo,,"9,335","9,335",,"4,957","4,957",,,1.48%,138,124,124,,,,,,,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment/Registration
7/31/25 12:08,Instagram,Post,Carousel,,"22,650","22,650",,"4,616","4,616",,,0.55%,125,114,114,,,,,,,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/25 11:20,Instagram,Post,Photo,,"14,123","14,123",,"3,789","3,789",,,0.84%,119,112,112,,,,,,,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alumni/Donors
10/9/25 9:53,Instagram,Post,Photo,,"17,815","17,815",,"5,214","5,214",,,0.66%,117,104,104,,,,,,,3,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paid Applied Learning
6/18/25 16:20,Instagram,Story,Photo,,"6,172","6,172",,"5,837","5,837",,,1.88%,116,,,,,,,,,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,"4,423",914,0,,,,,,
9/16/25 11:03,Instagram,Reel,Video,,"6,824","6,824",,"4,112","4,112",,,1.67%,114,112,112,,,,,,,0,2,0,,,,,,,,,"6,824","6,824",,,,,,,,,,,,,,,,,,,,,,,,,,,WSU Views
11/26/25 13:48,Instagram,Post,Photo,,"9,816","9,816",,"2,921","2,921",,,0.70%,69,68,68,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSU Views
8/21/25 20:44,Instagram,Story,Video,,"5,686","5,686",,"4,238","4,238",,,1.14%,65,,,,,,,,,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,"2,636",850,0,,,,,,
2/18/25 16:00,Instagram,Story,Photo,,"5,605","5,605",,"4,902","4,902",,,0.96%,54,,,,,,,,,1,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,"4,202","1,294",1,,,,,,
